full_name,county,state,state_abr,population_19,unemp_19%,nohealth_ins%,poverty_rate%,SNAP_recieved%,no_homecomp%,no_homeinternet%,home_havebroad%,broadProviders_num,broad_avail,broad_cost,population_bbn,Lowestpricepermonth_bbn,wired_bbn,provide_bbn,all25_bbn,downave_bbn,access_bbn,slowfrac_bbn
"Dallas County, Arkansas",Dallas,Arkansas,AR,7009,4.7,8,14.3,19,23.4,41.5,57.9,6,58,57.18,7646,,2.782108292,8,4,12.34974627,49.96102537,0.782108292
"Desha County, Arkansas",Desha,Arkansas,AR,11361,4.5,7.3,29.1,26.8,25,49.8,49.1,3,59.6,50,13140,25,2.53196347,7.745509893,3.570395738,33.09042237,73.21392694,0.143835616
"Drew County, Arkansas",Drew,Arkansas,AR,18219,5.2,5.9,21.4,15,19.2,32,67,4,14.8,62.48,17211,55,3.894021265,9.894021265,4,18.87341816,73.12497821,0.105978735
"Faulkner County, Arkansas",Faulkner,Arkansas,AR,126007,3,9.7,16.8,10.3,11,23,76.5,3,48.3,69.99,109988,35,10.04233189,18.39401571,12.49782704,34.43777276,100,0.307569917
"Franklin County, Arkansas",Franklin,Arkansas,AR,17715,3.4,5.8,21.9,15.4,21.9,37.1,60.7,1,32.6,55.98,16251,40,4.427789059,9.38133038,5.427789059,13.60623162,23.33524091,0.373761615
"Fulton County, Arkansas",Fulton,Arkansas,AR,12477,4,9.1,23.9,16.3,17.2,41.7,58.3,4,19.4,77.98,9032,68.99,2.723870682,7.608392383,4.261403897,36.19817316,37.60562445,0.38585031
"Garland County, Arkansas",Garland,Arkansas,AR,99386,3.7,11.2,18.6,12.2,13.4,23.5,76,2,54,59.98,102565,29.95,5.725091405,13.96172183,7.735416565,39.18191752,97.94140301,0.137766295
"Grant County, Arkansas",Grant,Arkansas,AR,18265,3.2,5,14.5,10.1,12.4,26.5,72.9,2,26.9,50.49,15714,122.95,5.12422044,10.88825251,5.449853634,25.53023864,67.78815069,0.16787578
"Greene County, Arkansas",Greene,Arkansas,AR,45325,3.5,6.9,16.3,15.5,14.8,24.8,74.9,7,79.4,65.99,39961,40,11.46137484,23.14291434,9.410224969,38.43327745,84.17744801,0.098295838
"Hempstead County, Arkansas",Hempstead,Arkansas,AR,21532,3.8,9.9,24.3,13.9,21.8,32.5,67.2,5,37.8,58.31,19372,29.95,5.516828412,12.51682841,3.864391906,29.65932686,72.35081561,0.135608094
"Hot Spring County, Arkansas",Hot Spring,Arkansas,AR,33771,3.6,8.5,17.6,16.5,19.4,34.5,64.5,6,58.6,56.48,33591,29.95,6.428090858,13.88103956,7.679050936,86.0778137,68.24485725,0.171176803
"Howard County, Arkansas",Howard,Arkansas,AR,13202,3.3,9.1,19.2,17,21.7,36,63.5,3,91.9,60.24,14623,79.95,4.919236819,10.6073993,4,10.35337277,15.30499897,0.309170485
"Independence County, Arkansas",Independence,Arkansas,AR,37825,4,8.6,17.3,10.7,17.6,37.3,61.6,3,74.3,61.25,32624,40,6.981118195,15.76823811,7.167943845,81.75965516,79.77467509,0.230658411
"Izard County, Arkansas",Izard,Arkansas,AR,13629,5.5,7.2,17.1,12.8,15.1,41.8,57.2,3,18.3,63.66,11511,100,3.078967944,8.839892277,5.000173747,18.46295978,58.20337069,0.706802189
"Jackson County, Arkansas",Jackson,Arkansas,AR,16719,6.5,8.1,23.3,20.1,26.5,37.5,62.3,1,42.8,34.99,12071,40,5.833070997,15.73299644,4.933145555,25.85553392,84.29334769,0.050037279
"Jefferson County, Arkansas",Jefferson,Arkansas,AR,66824,5.5,7.9,23.2,19.6,19,43,56.3,3,51,51.98,75157,29.95,6.418949665,13.85149753,5.554026904,24.59998071,63.03098846,0.269369453
"Johnson County, Arkansas",Johnson,Arkansas,AR,26578,4.6,11,22.4,13.9,21.1,34.4,65,2,13.4,65,22174,40,3.191801209,8.191801209,5.191801209,24.37060702,72.57301344,0.328222242
"Lafayette County, Arkansas",Lafayette,Arkansas,AR,6624,4.7,10,22.2,19.2,31.1,42.7,55.5,2,51.6,44.98,6335,55,3.208050513,9.00047356,4,35.16166377,44.66014207,0.415627466
"Lawrence County, Arkansas",Lawrence,Arkansas,AR,16406,4.2,7.8,17.7,15.3,22.1,36.1,63.7,3,67.5,60.97,19118,40,4.997332357,12.46223454,3.57270635,30.01076839,51.38560519,0.839575269
"Lee County, Arkansas",Lee,Arkansas,AR,8857,4.5,8.5,26,29.2,31.1,45.7,52.2,4,86.5,62.49,8313,29.95,3.111271502,10.33345363,3.555635751,16.37136894,42.00216528,0.222182124
"Lincoln County, Arkansas",Lincoln,Arkansas,AR,13024,4.4,7.4,18.6,16.8,23.5,41.1,57.9,1,46.6,63,8267,122.95,4,11,5,22.18,49,0
"Little River County, Arkansas",Little River,Arkansas,AR,12259,4.3,6.2,15.8,16.9,19,34.9,62.6,4,63.3,56.25,11781,55,4.272727273,10.27272727,4.757575758,42.54030303,61.21212121,0.242424242
"Logan County, Arkansas",Logan,Arkansas,AR,21466,4.3,8,21.1,16.8,16.5,29.9,69.2,4,63.9,58.32,20656,,3.321359411,8.676462045,3.160679706,30.47862945,32.2540182,0.512635554
"Lonoke County, Arkansas",Lonoke,Arkansas,AR,73309,3.2,7.6,12.2,11,12.8,22,77.5,5,88.5,55.33,36350,40,4.982696011,12.4672077,6.305777166,14.34927593,71.02767538,1
"Madison County, Arkansas",Madison,Arkansas,AR,16576,2.5,11.4,16.8,9.6,22.7,37.8,61.1,2,38,34.99,13802,48.95,6.106144037,13.33089407,6.155702072,29.25117737,51.91189683,0.308578467
"Marion County, Arkansas",Marion,Arkansas,AR,16694,4,7,20.6,13.7,16.2,25.7,74,9,97.2,65.09,11131,40,6,12,7.419549007,23.63976372,61.84511724,0.580450993
"Miller County, Arkansas",Miller,Arkansas,AR,43257,4.1,10.7,21.2,13.7,16.2,27.2,72.3,4,64.3,63.31,43436,55,5.56835344,11.44156921,6.596233539,75.23961092,93.63251681,0.040772631
"Mississippi County, Arkansas",Mississippi,Arkansas,AR,40651,5.1,7.9,25.8,22.3,18.8,33.3,66.3,8,92.4,61.42,44119,55,5.334413745,13.58781931,5.962510483,62.28195653,79.39735715,0.261723974
"Monroe County, Arkansas",Monroe,Arkansas,AR,6701,4.3,9.9,28.1,22.4,28,44.2,55.4,4,54.6,48.48,6260,65,3.38913738,9.38913738,3.38913738,67.02172524,0,0.30543131
"Montgomery County, Arkansas",Montgomery,Arkansas,AR,8986,4.6,12,18.9,15.3,25.1,40.8,58.4,2,50.1,73.65,6427,79.99,2.946786992,8.532441263,4.618484518,7.90814688,48.02894041,1
"Nevada County, Arkansas",Nevada,Arkansas,AR,8252,4,8.7,27.7,22.3,29.9,44.4,52.9,7,95,55.25,7228,29.95,2,9,3.815439956,35.82941893,52.66463752,0
"Newton County, Arkansas",Newton,Arkansas,AR,7753,3.5,7.5,14.2,11.8,27,40.6,58.9,3,76.7,25,3785,35,2.872126816,7.845970938,4.493791281,10.06821136,21.54319683,1
"Ouachita County, Arkansas",Ouachita,Arkansas,AR,23382,5.2,7.4,24.1,17.9,29.3,39.3,60,3,41.9,68.99,27038,29.95,4.477698055,10.47769805,3.9305422,36.71470449,55.61080701,0.157334122
"Perry County, Arkansas",Perry,Arkansas,AR,10455,4.1,6,17,14,20.3,33.7,66.2,3,36.6,55.98,11073,19.95,3.03440802,10.3145489,5.417321412,18.11053012,98.0360336,1
"Phillips County, Arkansas",Phillips,Arkansas,AR,17782,6,9.3,33.2,29.5,28.5,38.4,61.3,3,39.5,63.31,19014,40,3.63621542,9.597770064,3.759177448,17.23308667,91.00468076,0.521037131
"Pike County, Arkansas",Pike,Arkansas,AR,10718,3.9,10.3,16.6,13.1,25.1,38.3,61.6,4,73.9,49.99,10756,,2.28477129,7.569542581,4.662885831,28.52844552,58.00381183,0.317032354
"Poinsett County, Arkansas",Poinsett,Arkansas,AR,23528,3.4,11.5,21.8,20.1,20.1,29.2,70.1,1,10.5,51.25,24827,40,4.409956902,13.8979337,5.257381077,43.39302211,78.67930076,0.393281508
"Polk County, Arkansas",Polk,Arkansas,AR,19964,4.2,11.6,24.5,14,19.2,36.4,62.8,10,95.1,61.53,20851,25,5.711092993,11.40180327,5.457915687,22.68098173,66.44136972,0.286269244
"Pope County, Arkansas",Pope,Arkansas,AR,64072,4.3,9.1,18.5,12.5,13.4,27.7,71.3,8,65.2,58.11,62570,40,4.420153428,10.02237494,6.380997283,33.67647243,87.79057056,0.366181876
"Prairie County, Arkansas",Prairie,Arkansas,AR,8062,4.4,8.2,15.7,12.4,23.4,45.2,54.4,2,45,50,6246,65,1.88376561,7.426673071,3.310438681,13.98503522,16.10326609,1
"Pulaski County, Arkansas",Pulaski,Arkansas,AR,391911,3.4,8.6,17,10.7,13.7,24.2,75.4,4,81.5,52.63,412335,35,8.147816702,15.88630604,9.884625365,70.1967166,99.02674767,0.777399445
"Randolph County, Arkansas",Randolph,Arkansas,AR,17958,3.9,8.5,18.3,15.7,22.7,35,64.1,1,0.2,90.95,15579,40,4.384363566,10.070993,4.580846011,28.89602799,69.97933115,0.196482444
"St. Francis County, Arkansas",St. Francis,Arkansas,AR,24994,5.2,10.3,26.6,24,25.2,47.8,51.9,4,69.5,83.97,25769,29.95,5.308432613,12.31413714,3.662307424,28.75245334,39.24242307,0.219178082
"Saline County, Arkansas",Saline,Arkansas,AR,122437,2.8,6.1,8.5,7.5,10.2,18.8,80.8,4,65,58.36,105186,35,6.962390432,14.20133858,8.80248322,46.877445,93.80089556,0.248407583
"Scott County, Arkansas",Scott,Arkansas,AR,10281,3.4,8.8,22.1,19.1,26.5,43.9,55.5,4,71.7,84.17,8753,19.95,2.974066035,6.974066035,3,37.23589512,33.83765566,0.072660802
"Searcy County, Arkansas",Searcy,Arkansas,AR,7881,4.6,7.3,21.1,13.6,24.9,39.8,58.5,3,67.9,59.98,6592,65,4.881523058,10.08859223,6.826304612,5.233338896,88.81826456,1
"Sebastian County, Arkansas",Sebastian,Arkansas,AR,127827,3.3,10.7,20.3,14.5,15.7,26.9,72.8,2,57,59.98,123946,35,7.045899021,12.83017604,7.534652187,88.12874582,95.99123812,0.213068594
"Sevier County, Arkansas",Sevier,Arkansas,AR,17007,4.8,14.7,21,15.3,18.1,28.6,70.8,2,51.6,50.47,16146,25,3,7.328502415,5,17.19605165,81.19528056,0.303047194
"Sharp County, Arkansas",Sharp,Arkansas,AR,17442,5,7.1,21.6,18.4,19.6,41.8,57.7,4,94.4,79.35,17934,55,3.172967548,9.328426453,3.968328315,28.34152448,41.55916137,0.577227612
"Stone County, Arkansas",Stone,Arkansas,AR,12506,4.7,7.5,22.5,18.2,23.8,51.9,47,2,80.6,66.97,10621,100,5,13.2968647,7,9.896123717,97.52735147,0.175783824
"Union County, Arkansas",Union,Arkansas,AR,38682,5.2,10.6,20.1,14.2,28.3,39.7,60.1,1,45.4,55,39456,40,3.72404704,10.63047445,4.698626318,60.53526815,81.33059611,0.183571573
"Van Buren County, Arkansas",Van Buren,Arkansas,AR,16545,5,10.5,18.8,14.8,21.7,38.2,60.4,4,93.4,83.49,16097,65,4.981797851,10.90389514,5.626949121,12.9366354,98.51320122,0.522706094
"Washington County, Arkansas",Washington,Arkansas,AR,239187,2.4,11.5,16.8,7.7,9,22.6,76.9,6,73.2,85,210107,35,7.507879319,13.64433836,9.087859995,95.68616414,96.81676003,0.167324268
"White County, Arkansas",White,Arkansas,AR,78753,4.5,9,17,11.8,15.4,26.4,73.3,2,84.1,59.97,74673,29.95,7.035595195,17.01979296,7.925823256,31.83288498,71.79153108,0.280436034
"Woodruff County, Arkansas",Woodruff,Arkansas,AR,6320,5.3,6.1,25,26.7,36.9,45.3,54.6,5,87,82.22,6598,40,3.44240679,10.39815095,4.418460139,14.99553198,22.52712943,0.605486511
"Yell County, Arkansas",Yell,Arkansas,AR,21341,4,8.5,16.3,13.2,23.4,32.7,66.7,3,92,67.97,22325,19.95,2.016797312,7.157581187,4.027323628,21.4703561,82.02208287,1
"Alameda County, California",Alameda,California,CA,1671329,2.9,5.1,10.6,6.5,6.4,12.2,87.5,8,98.5,88.05,1515717,35,6.007471052,14.57167598,9.92913057,92.54799313,100,1
"Alpine County, California",Alpine,California,CA,1129,5.1,10.3,19.8,11.7,9,15.1,84.9,3,17.3,68.5,1115,67,3,10.57488789,5.141704036,22.61863677,100,0
"Amador County, California",Amador,California,CA,39752,3.8,4.2,9.7,7.5,10.7,17.4,81.4,3,30.7,63.16,37632,55,4.705915179,14.48389668,8.111793155,16.12763951,98.51716624,1
"Butte County, California",Butte,California,CA,219186,5.1,7.4,20.1,11.9,9.2,16.1,83.2,3,89.1,70,219512,35,4.043364372,12.48498488,5.411285032,73.94361506,93.22080342,0.251134334
"Calaveras County, California",Calaveras,California,CA,45905,3.8,5.2,11.7,8.6,13.5,20.4,77.9,4,72.8,72.58,42468,55,4.088325327,15.18458604,7.24868136,69.06968776,96.80039088,0.480832627
"Colusa County, California",Colusa,California,CA,21547,12.8,10.3,13.8,15.2,16,22.3,77.3,2,34.8,70,21039,55,3.140691097,13.69817957,4.748657256,16.09387233,74.47050715,0.633157469
"Contra Costa County, California",Contra Costa,California,CA,1153526,3.1,5.7,9.1,6.4,5.6,9.6,90.2,7,99.1,93.42,1043451,35,5.304841339,13.99876276,8.037958658,109.6878567,99.807139,0.831557974
"Del Norte County, California",Del Norte,California,CA,27812,5.7,6.3,22.5,17.3,12.5,22.8,76.8,1,94.5,65,28596,69.99,1.925234299,6.951986292,3.026751993,53.8904658,94.18037488,0.142257658
"El Dorado County, California",El Dorado,California,CA,192843,3.5,5.2,8.9,6.1,6.9,13.6,85.7,6,80.6,62,180987,35,4.567195434,14.77577395,7.5552664,52.6339836,100,0.452988336
"Fresno County, California",Fresno,California,CA,999101,7.2,9.5,24.1,20.1,12.3,21.6,77.9,7,89.2,62.48,926253,35,4.948478439,13.29051242,7.73162732,68.42272413,99.92614113,0.839927104
"Glenn County, California",Glenn,California,CA,28393,6.1,9.6,18.8,10.8,16.7,29.6,69.8,3,65.5,70,28434,58,2.782971091,14.83818668,5.327846944,19.67178061,92.70686502,0.908525005
"Humboldt County, California",Humboldt,California,CA,135558,3.6,9.7,20.3,12.3,10.2,18.5,81.1,4,84.5,58.33,129815,40,3.198898432,13.22039826,3.590278473,58.5768526,85.59395293,0.339375265
"Imperial County, California",Imperial,California,CA,181215,18.3,9.3,24.2,21.5,15.3,25.6,73.9,4,85.1,68.98,166018,55,3.451547423,9.49357901,4.232932574,70.12215477,90.35580479,0.137412811
"Inyo County, California",Inyo,California,CA,18039,3.5,6.4,10.2,8.5,10.2,21.9,77.9,5,85.7,62.18,16884,25,6.012023217,11.05875385,7.191305378,83.78738036,91.18840322,0.179282161
"Kern County, California",Kern,California,CA,900202,7.7,9,22,17,14.6,22.8,76.8,7,93.8,65.13,840308,25,4.983719065,13.77721621,8.765967955,63.87900471,98.44507252,0.933763572
"Kings County, California",Kings,California,CA,152940,7.9,8.2,20.8,16.9,12.1,22.3,77.2,4,73.4,67.5,151702,35,4.444891959,13.7549472,7.412176504,68.29903271,99.97774584,0.151263662
"Lake County, California",Lake,California,CA,64386,5,9.5,21,11.4,16.3,26.8,72.6,3,92.2,60,64086,55,3.141466155,14.14848797,3.730565178,68.18232391,86.87824174,0.406204163
"Lassen County, California",Lassen,California,CA,30573,4.6,5.7,13.8,8.2,15.8,22.8,76.1,1,43.4,77.48,32864,58,4.144382911,12.65049903,5.568372687,6.60778907,100,1
"Los Angeles County, California",Los Angeles,California,CA,10039107,4.4,10.8,16,8.8,9.6,17.5,82.1,9,99.7,57.28,9811395,24.99,5.398519477,12.64512743,8.330323364,97.86620086,99.72300014,1
"Madera County, California",Madera,California,CA,157327,6.9,9.4,20.8,17.6,12.7,22.8,76.8,6,70.6,97.97,149833,35,5.39497307,14.51939159,8.310338844,57.92796941,99.86664486,0.341139802
"Marin County, California",Marin,California,CA,258826,2.3,4,7.6,3,5.8,9.2,90.5,5,95.6,67.49,245494,35,4.748914434,11.80613783,6.873039667,122.8982808,98.68723879,0.191809168
"Mariposa County, California",Mariposa,California,CA,17203,4.6,4.9,14,10.6,12.9,21.8,76.1,2,8.1,106.46,14553,139.95,2.789596647,11.0387549,5.577612863,13.8019185,84.70459699,0.239881811
"Mendocino County, California",Mendocino,California,CA,86749,4,9.3,18.5,11.5,14.1,21,77.6,4,75,78.31,87525,55,2.787557841,13.31408169,5.048626107,57.76358035,99.93943445,0.315955441
"Merced County, California",Merced,California,CA,277680,8.1,8.7,22.7,19.7,10.8,19.7,79.7,6,84.4,67.5,252644,35,4.929458052,16.00640823,8.247173889,88.04648731,100,0.313057108
"Modoc County, California",Modoc,California,CA,8841,7.1,12.3,16.6,9.5,24.1,30.1,69.4,1,4.8,73.31,8246,58,1.665777347,7.884550085,3.530681543,13.75561484,10.76497696,0.334222653
"Mono County, California",Mono,California,CA,14444,3.7,16.6,10.4,4.2,8.6,16,83.3,3,78.6,46.66,12698,25,3.58339896,7.633249331,4.58339896,90.42268625,92.21672704,0.246574264
"Monterey County, California",Monterey,California,CA,434061,6.2,11.2,14.1,7.1,12.4,18.9,80.8,8,87.2,57.14,401294,35,5.33318714,14.84709714,8.259308637,79.38726258,99.58585476,0.537690571
"Napa County, California",Napa,California,CA,137744,2.8,6.5,8.1,4.5,7.4,12.1,87.6,5,93.4,66.66,136886,35,4.757557384,15.49333752,8.244334702,94.77563958,98.39432813,0.169418348
"Nevada County, California",Nevada,California,CA,99755,3.3,7.8,11.4,6.2,8.5,14.9,84.4,4,74.3,58.33,94466,40,4.961573476,16.30890479,7.420574598,39.90002943,99.94671099,0.701045879
"Orange County, California",Orange,California,CA,3175692,2.8,8.4,11.5,6.4,5.6,10.3,89.3,8,98.3,56.1,3015781,24.99,5.916626572,12.93891533,8.681187726,99.86286603,99.2319681,1
"Placer County, California",Placer,California,CA,398329,3.1,4.7,8,4.1,5.9,11.2,88.4,10,92.4,81.39,351451,35,7.682348322,18.3494655,10.69359029,77.30699193,100,0.273417916
"Plumas County, California",Plumas,California,CA,18807,7.7,3.5,11.7,8.5,15.8,23.1,75.9,1,21.7,78.31,17689,35,3.239696987,11.96104924,6.392390751,12.23798745,100,1
"Riverside County, California",Riverside,California,CA,2470546,4.2,10,14.7,9.7,8.5,14.9,84.7,9,96.8,57.09,2190402,24.99,5.000084459,13.08244697,8.669767011,86.9419517,98.37126747,1
"Sacramento County, California",Sacramento,California,CA,1552058,3.7,6.3,15.8,11.6,6.8,14,85.6,6,96.8,54.25,1420559,24.99,6.282048123,14.23416345,8.216692865,80.59152653,98.93362824,0.94791839
"San Benito County, California",San Benito,California,CA,62808,5,7.4,9.2,9.2,6.1,10.8,88.8,6,86.8,67.5,53218,35,7.594986659,18.50652035,11.65235447,64.51295689,100,0.082246608
"San Bernardino County, California",San Bernardino,California,CA,2180085,3.8,9.4,17.3,15.3,8.8,18,81.7,6,96.5,52.83,2028468,24.99,5.422308856,12.58191305,8.078434069,86.01014631,97.12412964,1
"San Diego County, California",San Diego,California,CA,3338330,3.2,8.7,12.5,7.2,6.1,11,88.8,7,95.9,58.71,3090684,24.99,5.646617383,13.32661217,8.765310203,95.87216,97.24511435,1
"San Francisco County, California",San Francisco,California,CA,881549,2.2,4.4,10.9,4.7,8.1,13.7,86,10,99.6,91.56,805232,25,8.360511008,16.66956355,12.05430733,116.4955655,100,0.570747313
"San Joaquin County, California",San Joaquin,California,CA,762148,5.9,7.5,15.9,14.5,11.3,19.3,79.9,6,93.5,101.32,679715,35,5.828885636,17.55012763,9.603420551,85.88736568,99.95176802,0.735906961
"San Luis Obispo County, California",San Luis Obispo,California,CA,283111,2.9,7.5,13.3,4.8,7.5,13.3,86.2,4,85.1,66.19,267604,29.99,4.808040986,16.25786236,7.221756775,71.8209628,96.11727029,0.275511577
"San Mateo County, California",San Mateo,California,CA,766573,2,4.8,7,3.5,5.4,10,89.7,8,99.3,93.63,735674,25,6.458205673,13.9548985,9.599258639,118.8403519,100,0.406420507
"Santa Barbara County, California",Santa Barbara,California,CA,446499,3.7,10.6,14.8,8.1,8.6,14.1,85.3,5,93.5,105.15,423952,29.99,3.429470789,11.46167019,4.770634411,99.14864671,94.28773069,0.373485678
"Santa Clara County, California",Santa Clara,California,CA,1927852,2.5,4.8,7.9,4.7,4.7,9,90.7,8,96.9,84.82,1759745,35,5.565542735,15.06676763,10.48906177,103.2496063,100,1
"Santa Cruz County, California",Santa Cruz,California,CA,273213,4.7,6.2,14.3,8.6,8.4,13.3,86.4,6,94.6,60.99,280225,35,5.620694085,16.40294763,10.24869301,80.2170306,100,0.325884557
"Shasta County, California",Shasta,California,CA,180080,4.7,7.5,17.1,10.9,12,20.5,78.8,5,75.8,68.98,166633,35,5.07019618,17.07284271,5.367754286,38.82457442,80.77743304,0.533351737
"Sierra County, California",Sierra,California,CA,3005,5.4,10.2,8.3,13.1,21.1,26.4,73.2,1,13,65,2457,58,1.002442002,9.212047212,4.389499389,15.6230525,100,0.867317867
"Siskiyou County, California",Siskiyou,California,CA,43539,6.5,7,19.4,12.2,14.6,21.5,77.8,3,34.7,74.97,44971,20,4.089057393,12.02990816,4.595583821,20.02338774,65.9509684,0.776945142
"Solano County, California",Solano,California,CA,447643,3.7,5.6,10.4,9.1,7,11,88.7,6,95,66.66,412119,35,5.390168859,14.78008779,7.891718169,116.6070069,96.97779525,0.080709698
"Sonoma County, California",Sonoma,California,CA,494336,2.7,6.9,10.3,6.5,6.9,12.3,87.1,5,96.6,55.37,483533,25,4.800919482,13.55831763,6.680468551,113.0707403,97.73940352,0.185124904
"Stanislaus County, California",Stanislaus,California,CA,550660,6,6.5,16.1,14.7,10.1,16.8,82.8,6,94.6,64.32,516314,35,5.835381183,17.69801903,9.208890326,60.80388758,100,0.698216589
"Sutter County, California",Sutter,California,CA,96971,7.3,9.6,16,12.7,11.2,17.5,82,5,91.9,66.66,93812,35,4.600083145,13.70474993,7.056186842,80.49930702,99.78931267,0.182833753
"Tehama County, California",Tehama,California,CA,65084,5.5,7.3,21.5,14,17,27.4,71.7,3,50.4,74.98,68960,58,3.973926914,16.71573376,4.520490139,36.88948303,60.70452436,0.349463457
"Trinity County, California",Trinity,California,CA,12285,5.5,11.3,19.7,11.1,18,32,66.9,1,26.2,65.25,13131,55.04,0.987434316,7.953849669,2.367831848,21.55353972,27.4895286,0.63201584
"Tulare County, California",Tulare,California,CA,466195,9.6,9.8,25.5,22.4,16.1,25.9,73.6,6,80.2,71.99,432154,35,5.227571653,15.9473845,8.621345631,55.98051539,99.61644691,0.425711668
"Tuolumne County, California",Tuolumne,California,CA,54478,4.5,5.7,13.3,9.8,11.2,21.1,78.2,3,69.7,70,55026,74.95,3.655326573,11.58645004,5.830153019,48.46789445,99.61625413,0.512902991
"Ventura County, California",Ventura,California,CA,846006,3.6,9.3,9.6,7.2,8.1,13,86.8,5,98.5,59.42,825503,24.99,5.192357872,12.91881071,8.358375439,107.7425109,99.15169176,0.544562527
"Yolo County, California",Yolo,California,CA,220500,4.1,5.9,19.6,9.1,6.8,13.1,86.5,7,91.9,59.5,202698,35,5.570533503,16.2054633,8.584332357,65.38785548,96.84537095,0.166750535
"Yuba County, California",Yuba,California,CA,78668,6.1,8,18,15.7,10.7,19.1,80.3,5,80.8,66.66,72115,35,4.38693753,14.15281148,7.389281009,82.09869181,97.2684185,0.196824516
"Adams County, Colorado",Adams,Colorado,CO,517421,2.9,11.1,11.5,9.9,7.6,17.4,82.1,4,96.3,81.18,398685,39.95,3.617336995,12.41032645,5.903748573,95.2639303,96.73986731,0.097064098
"Alamosa County, Colorado",Alamosa,Colorado,CO,16233,3.6,14,23.7,24.1,15.2,26.9,72,6,73.1,49.57,15206,39.95,9.790477443,20.79047744,14.79047744,39.55435749,99.8603183,0.034920426
"Arapahoe County, Colorado",Arapahoe,Colorado,CO,656590,2.7,8.2,9,6.8,5.4,11.3,88.2,6,98.3,82.48,593345,39.95,3.721750415,13.87635861,6.030740969,98.85722657,98.12621493,0.562426581
"Archuleta County, Colorado",Archuleta,Colorado,CO,14029,3.2,11.1,10.7,7.8,8.3,18.1,81.1,3,46.5,79.99,11831,39.95,4.869833488,13.82757163,6.860113262,70.15074381,90.37545431,0.032541628
"Baca County, Colorado",Baca,Colorado,CO,3581,1.7,6.8,19.2,13.4,19.5,30.3,69.4,3,53.1,83.3,3521,59.95,2.827321784,12.09741551,5.7472309,10.9394121,74.06163022,0.451292247
"Bent County, Colorado",Bent,Colorado,CO,5577,2.9,9.5,22.9,26.3,18,26,73.5,3,56.5,59.95,5358,59.95,2.916386711,13.87458007,5.874580067,12.64887271,86.36954087,0.041806644
"Boulder County, Colorado",Boulder,Colorado,CO,326196,2.4,5,12.5,5.3,4.5,10.1,89.6,5,93.7,101.98,298879,39.95,5.029179032,14.17568983,6.701568193,122.1523453,95.09653739,0.088751635
"Broomfield County, Colorado",Broomfield,Colorado,CO,70465,2.4,4.7,5,3.1,3.2,7.4,92.3,3,96.4,75,62286,64.95,3.752512603,12.50502521,6.505025206,110.1733423,98.50502521,0
"Chaffee County, Colorado",Chaffee,Colorado,CO,20356,2.4,10.4,10.1,6,11.4,17.4,81.6,3,71,77.47,17891,59.95,4.244648147,13.14331228,8.693980214,35.3157487,89.6248952,0.090716002
"Cheyenne County, Colorado",Cheyenne,Colorado,CO,1831,1.6,11.2,11.5,12,14.3,20.1,79.5,4,73.1,59.95,1549,59.95,3.272433828,11,6.544867657,17.08615236,95.82052937,0
"Clear Creek County, Colorado",Clear Creek,Colorado,CO,9700,2.5,9,5.5,6.3,5.9,15.3,83.4,2,80,79.99,5228,79.99,2,9.5979342,4,13.71193573,87.22704667,1
"Conejos County, Colorado",Conejos,Colorado,CO,8205,3.6,13.5,22.4,23,27.3,36.2,63,3,40,53.31,4608,39.95,2.508029514,13.01605903,6.524088542,96.26039497,99.50802951,0.508029514
"Costilla County, Colorado",Costilla,Colorado,CO,3887,3.9,11.6,30.1,29.2,31.7,39.5,59,4,62.4,39.99,2274,,2.63060686,12.89182058,6,5.063799472,95.58575198,1
